UDI;UDI-DI;EXPIRY DATE;LOT;UNIQUE NR
010540700797221017291231103240913621K12500006530;05407007972210;291231;32409136;K12500006530
010540700797221017291231103240913621K12500006532;05407007972210;291231;32409136;K12500006532
010540700797221017291231103240913621K12500006534;05407007972210;291231;32409136;K12500006534
