UDI;UDI-DI;EXPIRY DATE;LOT;UNIQUE NR
010540700797208117300228103250058721UR2500213988;05407007972081;300228;32500587;UR2500213988
010540700797208117300228103250058721UR2500213990;05407007972081;300228;32500587;UR2500213990
010540700797208117300228103250058721UR2500213992;05407007972081;300228;32500587;UR2500213992
010540700797208117300228103250058721UR2500213994;05407007972081;300228;32500587;UR2500213994
010540700797208117300228103250058721UR2500213996;05407007972081;300228;32500587;UR2500213996
010540700797208117300228103250058721UR2500213998;05407007972081;300228;32500587;UR2500213998
010540700797208117300228103250058721UR2500214000;05407007972081;300228;32500587;UR2500214000
010540700797208117300228103250058721UR2500214002;05407007972081;300228;32500587;UR2500214002
010540700797208117300228103250058721UR2500214004;05407007972081;300228;32500587;UR2500214004
010540700797208117300228103250058721UR2500214006;05407007972081;300228;32500587;UR2500214006
010540700797208117300228103250058721UR2500214008;05407007972081;300228;32500587;UR2500214008
010540700797208117300228103250058721UR2500214010;05407007972081;300228;32500587;UR2500214010
010540700797208117300228103250058721UR2500214012;05407007972081;300228;32500587;UR2500214012
010540700797208117300228103250058721UR2500214014;05407007972081;300228;32500587;UR2500214014
010540700797208117300228103250058721UR2500214016;05407007972081;300228;32500587;UR2500214016
010540700797208117300228103250058721UR2500214018;05407007972081;300228;32500587;UR2500214018
010540700797208117300228103250058721UR2500214020;05407007972081;300228;32500587;UR2500214020
010540700797208117300228103250058721UR2500214022;05407007972081;300228;32500587;UR2500214022
010540700797208117300228103250058721UR2500214024;05407007972081;300228;32500587;UR2500214024
010540700797208117300228103250058721UR2500214026;05407007972081;300228;32500587;UR2500214026
010540700797208117300228103250058721UR2500214028;05407007972081;300228;32500587;UR2500214028
010540700797208117300228103250058721UR2500214030;05407007972081;300228;32500587;UR2500214030
010540700797208117300228103250058721UR2500214032;05407007972081;300228;32500587;UR2500214032
010540700797208117300228103250058721UR2500214034;05407007972081;300228;32500587;UR2500214034
010540700797208117300228103250058721UR2500214036;05407007972081;300228;32500587;UR2500214036
010540700797208117300228103250058721UR2500214038;05407007972081;300228;32500587;UR2500214038
010540700797208117300228103250058721UR2500214040;05407007972081;300228;32500587;UR2500214040
010540700797208117300228103250058721UR2500214042;05407007972081;300228;32500587;UR2500214042
010540700797208117300228103250058721UR2500214044;05407007972081;300228;32500587;UR2500214044
010540700797208117300228103250058721UR2500214046;05407007972081;300228;32500587;UR2500214046
010540700797208117300228103250058721UR2500214048;05407007972081;300228;32500587;UR2500214048
010540700797208117300228103250058721UR2500214050;05407007972081;300228;32500587;UR2500214050
010540700797208117300228103250058721UR2500214052;05407007972081;300228;32500587;UR2500214052
010540700797208117300228103250058721UR2500214054;05407007972081;300228;32500587;UR2500214054
010540700797208117300228103250058721UR2500214056;05407007972081;300228;32500587;UR2500214056
010540700797208117300228103250058721UR2500214058;05407007972081;300228;32500587;UR2500214058
010540700797208117300228103250058721UR2500214060;05407007972081;300228;32500587;UR2500214060
010540700797208117300228103250058721UR2500214062;05407007972081;300228;32500587;UR2500214062
010540700797208117300228103250058721UR2500214064;05407007972081;300228;32500587;UR2500214064
010540700797208117300228103250058721UR2500214066;05407007972081;300228;32500587;UR2500214066
010540700797208117300228103250058721UR2500214068;05407007972081;300228;32500587;UR2500214068
010540700797208117300228103250058721UR2500214070;05407007972081;300228;32500587;UR2500214070
010540700797208117300228103250058721UR2500214072;05407007972081;300228;32500587;UR2500214072
010540700797208117300228103250058721UR2500214074;05407007972081;300228;32500587;UR2500214074
010540700797208117300228103250058721UR2500214076;05407007972081;300228;32500587;UR2500214076
010540700797208117300228103250058721UR2500214078;05407007972081;300228;32500587;UR2500214078
010540700797208117300228103250058721UR2500214080;05407007972081;300228;32500587;UR2500214080
010540700797208117300228103250058721UR2500214082;05407007972081;300228;32500587;UR2500214082
010540700797208117300228103250058721UR2500214084;05407007972081;300228;32500587;UR2500214084
010540700797208117300228103250058721UR2500214086;05407007972081;300228;32500587;UR2500214086
010540700797208117300228103250058721UR2500214088;05407007972081;300228;32500587;UR2500214088
010540700797208117300228103250058721UR2500214090;05407007972081;300228;32500587;UR2500214090
010540700797208117300228103250058721UR2500214092;05407007972081;300228;32500587;UR2500214092
010540700797208117300228103250058721UR2500214094;05407007972081;300228;32500587;UR2500214094
010540700797208117300228103250058721UR2500214096;05407007972081;300228;32500587;UR2500214096
010540700797208117300228103250058721UR2500214098;05407007972081;300228;32500587;UR2500214098
010540700797208117300228103250058721UR2500214100;05407007972081;300228;32500587;UR2500214100
010540700797208117300228103250058721UR2500214102;05407007972081;300228;32500587;UR2500214102
010540700797208117300228103250058721UR2500214104;05407007972081;300228;32500587;UR2500214104
010540700797208117300228103250058721UR2500214106;05407007972081;300228;32500587;UR2500214106
010540700797208117300228103250058721UR2500214108;05407007972081;300228;32500587;UR2500214108
010540700797208117300228103250058721UR2500214110;05407007972081;300228;32500587;UR2500214110
010540700797208117300228103250058721UR2500214112;05407007972081;300228;32500587;UR2500214112
010540700797208117300228103250058721UR2500214114;05407007972081;300228;32500587;UR2500214114
010540700797208117300228103250058721UR2500214116;05407007972081;300228;32500587;UR2500214116
010540700797208117300228103250058721UR2500214118;05407007972081;300228;32500587;UR2500214118
010540700797208117300228103250058721UR2500214120;05407007972081;300228;32500587;UR2500214120
010540700797208117300228103250058721UR2500214122;05407007972081;300228;32500587;UR2500214122
010540700797208117300228103250058721UR2500214124;05407007972081;300228;32500587;UR2500214124
010540700797208117300228103250058721UR2500214126;05407007972081;300228;32500587;UR2500214126
010540700797208117300228103250058721UR2500214128;05407007972081;300228;32500587;UR2500214128
010540700797208117300228103250058721UR2500214130;05407007972081;300228;32500587;UR2500214130
010540700797208117300228103250058721UR2500214132;05407007972081;300228;32500587;UR2500214132
010540700797208117300228103250058721UR2500214134;05407007972081;300228;32500587;UR2500214134
010540700797208117300228103250058721UR2500214136;05407007972081;300228;32500587;UR2500214136
010540700797208117300228103250058721UR2500214138;05407007972081;300228;32500587;UR2500214138
