UDI;UDI-DI;EXPIRY DATE;LOT;UNIQUE NR
010540700797197817300228101250022321UR2500209097;05407007971978;300228;12500223;UR2500209097
010540700797197817300228101250022321UR2500209099;05407007971978;300228;12500223;UR2500209099
010540700797197817300228101250022321UR2500209101;05407007971978;300228;12500223;UR2500209101
010540700797197817300228101250022321UR2500209103;05407007971978;300228;12500223;UR2500209103
010540700797197817300228101250022321UR2500209105;05407007971978;300228;12500223;UR2500209105
010540700797197817300228101250022321UR2500209107;05407007971978;300228;12500223;UR2500209107
010540700797197817300228101250022321UR2500209109;05407007971978;300228;12500223;UR2500209109
010540700797197817300228101250022321UR2500209111;05407007971978;300228;12500223;UR2500209111
010540700797197817300228101250022321UR2500209113;05407007971978;300228;12500223;UR2500209113
010540700797197817300228101250022321UR2500209115;05407007971978;300228;12500223;UR2500209115
010540700797197817300228101250022321UR2500209117;05407007971978;300228;12500223;UR2500209117
010540700797197817300228101250022321UR2500209119;05407007971978;300228;12500223;UR2500209119
010540700797197817300228101250022321UR2500209121;05407007971978;300228;12500223;UR2500209121
010540700797197817300228101250022321UR2500209123;05407007971978;300228;12500223;UR2500209123
010540700797197817300228101250022321UR2500209125;05407007971978;300228;12500223;UR2500209125
010540700797197817300228101250022321UR2500209127;05407007971978;300228;12500223;UR2500209127
010540700797197817300228101250022321UR2500209129;05407007971978;300228;12500223;UR2500209129
010540700797197817300228101250022321UR2500209131;05407007971978;300228;12500223;UR2500209131
010540700797197817300228101250022321UR2500209133;05407007971978;300228;12500223;UR2500209133
010540700797197817300228101250022321UR2500209135;05407007971978;300228;12500223;UR2500209135
010540700797197817300228101250022321UR2500209137;05407007971978;300228;12500223;UR2500209137
010540700797197817300228101250022321UR2500209139;05407007971978;300228;12500223;UR2500209139
010540700797197817300228101250022321UR2500209141;05407007971978;300228;12500223;UR2500209141
010540700797197817300228101250022321UR2500209143;05407007971978;300228;12500223;UR2500209143
010540700797197817300228101250022321UR2500209145;05407007971978;300228;12500223;UR2500209145
010540700797197817300228101250022321UR2500209147;05407007971978;300228;12500223;UR2500209147
010540700797197817300228101250022321UR2500209149;05407007971978;300228;12500223;UR2500209149
010540700797197817300228101250022321UR2500209151;05407007971978;300228;12500223;UR2500209151
010540700797197817300228101250022321UR2500209153;05407007971978;300228;12500223;UR2500209153
010540700797197817300228101250022321UR2500209155;05407007971978;300228;12500223;UR2500209155
010540700797197817300228101250022321UR2500209157;05407007971978;300228;12500223;UR2500209157
010540700797197817300228101250022321UR2500209159;05407007971978;300228;12500223;UR2500209159
010540700797197817300228101250022321UR2500209161;05407007971978;300228;12500223;UR2500209161
010540700797197817300228101250022321UR2500209163;05407007971978;300228;12500223;UR2500209163
010540700797197817300228101250022321UR2500209165;05407007971978;300228;12500223;UR2500209165
010540700797197817300228101250022321UR2500209167;05407007971978;300228;12500223;UR2500209167
010540700797197817300228101250022321UR2500209169;05407007971978;300228;12500223;UR2500209169
010540700797197817300228101250022321UR2500209171;05407007971978;300228;12500223;UR2500209171
010540700797197817300228101250022321UR2500209173;05407007971978;300228;12500223;UR2500209173
010540700797197817300228101250022321UR2500209175;05407007971978;300228;12500223;UR2500209175
010540700797197817300228101250022321UR2500209177;05407007971978;300228;12500223;UR2500209177
010540700797197817300228101250022321UR2500209179;05407007971978;300228;12500223;UR2500209179
010540700797197817300228101250022321UR2500209181;05407007971978;300228;12500223;UR2500209181
010540700797197817300228101250022321UR2500209183;05407007971978;300228;12500223;UR2500209183
010540700797197817300228101250022321UR2500209185;05407007971978;300228;12500223;UR2500209185
010540700797197817300228101250022321UR2500209187;05407007971978;300228;12500223;UR2500209187
010540700797197817300228101250022321UR2500209189;05407007971978;300228;12500223;UR2500209189
010540700797197817300228101250022321UR2500209191;05407007971978;300228;12500223;UR2500209191
