UDI;UDI-DI;EXPIRY DATE;LOT;UNIQUE NR
010540700797212817300331103250172021FA2500101564;05407007972128;300331;32501720;FA2500101564
010540700797212817300331103250172021FA2500101566;05407007972128;300331;32501720;FA2500101566
010540700797212817300331103250172021FA2500101568;05407007972128;300331;32501720;FA2500101568
010540700797212817300331103250172021FA2500101570;05407007972128;300331;32501720;FA2500101570
010540700797212817300331103250172021FA2500101572;05407007972128;300331;32501720;FA2500101572
010540700797212817300331103250172021FA2500101574;05407007972128;300331;32501720;FA2500101574
010540700797212817300331103250172021FA2500101576;05407007972128;300331;32501720;FA2500101576
010540700797212817300331103250172021FA2500101578;05407007972128;300331;32501720;FA2500101578
010540700797212817300331103250172021FA2500101580;05407007972128;300331;32501720;FA2500101580
010540700797212817300331103250172021FA2500101582;05407007972128;300331;32501720;FA2500101582
010540700797212817300331103250172021FA2500101584;05407007972128;300331;32501720;FA2500101584
010540700797212817300331103250172021FA2500101586;05407007972128;300331;32501720;FA2500101586
010540700797212817300331103250172021FA2500101588;05407007972128;300331;32501720;FA2500101588
010540700797212817300331103250172021FA2500101590;05407007972128;300331;32501720;FA2500101590
010540700797212817300331103250172021FA2500101592;05407007972128;300331;32501720;FA2500101592
010540700797212817300331103250172021FA2500101594;05407007972128;300331;32501720;FA2500101594
010540700797212817300331103250172021FA2500101596;05407007972128;300331;32501720;FA2500101596
010540700797212817300331103250172021FA2500101598;05407007972128;300331;32501720;FA2500101598
010540700797212817300331103250172021FA2500101600;05407007972128;300331;32501720;FA2500101600
010540700797212817300331103250172021FA2500101602;05407007972128;300331;32501720;FA2500101602
010540700797212817300331103250172021FA2500101604;05407007972128;300331;32501720;FA2500101604
010540700797212817300331103250172021FA2500101606;05407007972128;300331;32501720;FA2500101606
010540700797212817300331103250172021FA2500101608;05407007972128;300331;32501720;FA2500101608
010540700797212817300331103250172021FA2500101610;05407007972128;300331;32501720;FA2500101610
010540700797212817300331103250172021FA2500101612;05407007972128;300331;32501720;FA2500101612
010540700797212817300331103250172021FA2500101614;05407007972128;300331;32501720;FA2500101614
010540700797212817300331103250172021FA2500101616;05407007972128;300331;32501720;FA2500101616
010540700797212817300331103250172021FA2500101618;05407007972128;300331;32501720;FA2500101618
010540700797212817300331103250172021FA2500101620;05407007972128;300331;32501720;FA2500101620
010540700797212817300331103250172021FA2500101622;05407007972128;300331;32501720;FA2500101622
010540700797212817300331103250172021FA2500101624;05407007972128;300331;32501720;FA2500101624
010540700797212817300331103250172021FA2500101626;05407007972128;300331;32501720;FA2500101626
010540700797212817300331103250172021FA2500101628;05407007972128;300331;32501720;FA2500101628
010540700797212817300331103250172021FA2500101630;05407007972128;300331;32501720;FA2500101630
010540700797212817300331103250172021FA2500101632;05407007972128;300331;32501720;FA2500101632
010540700797212817300331103250172021FA2500101634;05407007972128;300331;32501720;FA2500101634
010540700797212817300331103250172021FA2500101636;05407007972128;300331;32501720;FA2500101636
010540700797212817300331103250172021FA2500101638;05407007972128;300331;32501720;FA2500101638
010540700797212817300331103250172021FA2500101640;05407007972128;300331;32501720;FA2500101640
010540700797212817300331103250172021FA2500101642;05407007972128;300331;32501720;FA2500101642
010540700797212817300331103250172021FA2500101644;05407007972128;300331;32501720;FA2500101644
010540700797212817300331103250172021FA2500101646;05407007972128;300331;32501720;FA2500101646
010540700797212817300331103250172021FA2500101648;05407007972128;300331;32501720;FA2500101648
010540700797212817300331103250172021FA2500101650;05407007972128;300331;32501720;FA2500101650
010540700797212817300331103250172021FA2500101652;05407007972128;300331;32501720;FA2500101652
010540700797212817300331103250172021FA2500101654;05407007972128;300331;32501720;FA2500101654
010540700797212817300331103250172021FA2500101656;05407007972128;300331;32501720;FA2500101656
010540700797212817300331103250172021FA2500101658;05407007972128;300331;32501720;FA2500101658
010540700797212817300331103250172021FA2500101660;05407007972128;300331;32501720;FA2500101660
010540700797212817300331103250172021FA2500101662;05407007972128;300331;32501720;FA2500101662
010540700797212817300331103250172021FA2500101664;05407007972128;300331;32501720;FA2500101664
010540700797212817300331103250172021FA2500101666;05407007972128;300331;32501720;FA2500101666
010540700797212817300331103250172021FA2500101668;05407007972128;300331;32501720;FA2500101668
010540700797212817300331103250172021FA2500101670;05407007972128;300331;32501720;FA2500101670
010540700797212817300331103250172021FA2500101672;05407007972128;300331;32501720;FA2500101672
010540700797212817300331103250172021FA2500101674;05407007972128;300331;32501720;FA2500101674
010540700797212817300331103250172021FA2500101676;05407007972128;300331;32501720;FA2500101676
010540700797212817300331103250172021FA2500101678;05407007972128;300331;32501720;FA2500101678
010540700797212817300331103250172021FA2500101680;05407007972128;300331;32501720;FA2500101680
010540700797212817300331103250172021FA2500101682;05407007972128;300331;32501720;FA2500101682
010540700797212817300331103250172021FA2500101684;05407007972128;300331;32501720;FA2500101684
010540700797212817300331103250172021FA2500101686;05407007972128;300331;32501720;FA2500101686
010540700797212817300331103250172021FA2500101688;05407007972128;300331;32501720;FA2500101688
010540700797212817300331103250172021FA2500101690;05407007972128;300331;32501720;FA2500101690
010540700797212817300331103250172021FA2500101692;05407007972128;300331;32501720;FA2500101692
010540700797212817300331103250172021FA2500101694;05407007972128;300331;32501720;FA2500101694
010540700797212817300331103250172021FA2500101696;05407007972128;300331;32501720;FA2500101696
010540700797212817300331103250172021FA2500101698;05407007972128;300331;32501720;FA2500101698
010540700797212817300331103250172021FA2500101700;05407007972128;300331;32501720;FA2500101700
010540700797212817300331103250172021FA2500101702;05407007972128;300331;32501720;FA2500101702
010540700797212817300331103250172021FA2500101704;05407007972128;300331;32501720;FA2500101704
010540700797212817300331103250172021FA2500101706;05407007972128;300331;32501720;FA2500101706
010540700797212817300331103250172021FA2500101708;05407007972128;300331;32501720;FA2500101708
010540700797212817300331103250172021FA2500101710;05407007972128;300331;32501720;FA2500101710
010540700797212817300331103250172021FA2500101712;05407007972128;300331;32501720;FA2500101712
010540700797212817300331103250172021FA2500101714;05407007972128;300331;32501720;FA2500101714
010540700797212817300331103250172021FA2500101716;05407007972128;300331;32501720;FA2500101716
010540700797212817300331103250172021FA2500101718;05407007972128;300331;32501720;FA2500101718
010540700797212817300331103250172021FA2500101720;05407007972128;300331;32501720;FA2500101720
010540700797212817300331103250172021FA2500101722;05407007972128;300331;32501720;FA2500101722
010540700797212817300331103250172021FA2500101724;05407007972128;300331;32501720;FA2500101724
010540700797212817300331103250172021FA2500101726;05407007972128;300331;32501720;FA2500101726
010540700797212817300331103250172021FA2500101728;05407007972128;300331;32501720;FA2500101728
010540700797212817300331103250172021FA2500101730;05407007972128;300331;32501720;FA2500101730
010540700797212817300331103250172021FA2500101732;05407007972128;300331;32501720;FA2500101732
010540700797212817300331103250172021FA2500101734;05407007972128;300331;32501720;FA2500101734
010540700797212817300331103250172021FA2500101736;05407007972128;300331;32501720;FA2500101736
010540700797212817300331103250172021FA2500101738;05407007972128;300331;32501720;FA2500101738
010540700797212817300331103250172021FA2500101740;05407007972128;300331;32501720;FA2500101740
010540700797212817300331103250172021FA2500101742;05407007972128;300331;32501720;FA2500101742
010540700797212817300331103250172021FA2500101744;05407007972128;300331;32501720;FA2500101744
010540700797212817300331103250172021FA2500101746;05407007972128;300331;32501720;FA2500101746
010540700797212817300331103250172021FA2500101748;05407007972128;300331;32501720;FA2500101748
010540700797212817300331103250172021FA2500101750;05407007972128;300331;32501720;FA2500101750
010540700797212817300331103250172021FA2500101752;05407007972128;300331;32501720;FA2500101752
010540700797212817300331103250172021FA2500101754;05407007972128;300331;32501720;FA2500101754
010540700797212817300331103250172021FA2500101756;05407007972128;300331;32501720;FA2500101756
010540700797212817300331103250172021FA2500101758;05407007972128;300331;32501720;FA2500101758
010540700797212817300331103250172021FA2500101760;05407007972128;300331;32501720;FA2500101760
010540700797212817300331103250172021FA2500101764;05407007972128;300331;32501720;FA2500101764
010540700797212817300331103250172021FA2500101766;05407007972128;300331;32501720;FA2500101766
010540700797212817300331103250172021FA2500101768;05407007972128;300331;32501720;FA2500101768
010540700797212817300331103250172021FA2500101770;05407007972128;300331;32501720;FA2500101770
010540700797212817300331103250172021FA2500101772;05407007972128;300331;32501720;FA2500101772
010540700797212817300331103250172021FA2500101774;05407007972128;300331;32501720;FA2500101774
010540700797212817300331103250172021FA2500101776;05407007972128;300331;32501720;FA2500101776
010540700797212817300331103250172021FA2500101778;05407007972128;300331;32501720;FA2500101778
010540700797212817300331103250172021FA2500101780;05407007972128;300331;32501720;FA2500101780
010540700797212817300331103250172021FA2500101782;05407007972128;300331;32501720;FA2500101782
010540700797212817300331103250172021FA2500101784;05407007972128;300331;32501720;FA2500101784
010540700797212817300331103250172021FA2500101786;05407007972128;300331;32501720;FA2500101786
010540700797212817300331103250172021FA2500101788;05407007972128;300331;32501720;FA2500101788
010540700797212817300331103250172021FA2500101790;05407007972128;300331;32501720;FA2500101790
010540700797212817300331103250172021FA2500101792;05407007972128;300331;32501720;FA2500101792
